data_format,development_key,status,year_completed,street_address,property_id,floors_above,town_planning_application,longitude,latitude
Post May 16,X001505,COMPLETED,2017,869-883 Collins Street DOCKLANDS VIC 3008,667600,24,TPM-2014-50,144.9429799,-37.82148719
Post May 16,X1111112,COMPLETED,2014,515-545 Rathdowne Street CARLTON VIC 3053,632536,0,TPM-2012-40,144.9709208,-37.79299502
Post May 16,X000423,COMPLETED,2017,139-155 Queensberry Street CARLTON VIC 3053,107867,15,TP-2012-1044,144.9639247,-37.8049342
Post May 16,X000764,COMPLETED,2017,497-503 St Kilda Road MELBOURNE VIC 3004,108642,20,TPM-2013-23,144.9790766,-37.84331753
Post May 16,X001515,COMPLETED,2017,"275 Abbotsford Street, NORTH MELBOURNE, 3051",100483,5,TP-2014-1124,144.9454485,-37.80089104
Post May 16,X000297,COMPLETED,2017,442-450 Elizabeth Street MELBOURNE VIC 3000,103301,70,TPM-2011-42,144.9608587,-37.80830802
Post May 16,X000443,COMPLETED,2017,243-251 Flemington Road NORTH MELBOURNE VIC 3051,103859,4,TP-2011-652/B,144.9467092,-37.79355906
Post May 16,X001189,COMPLETED,2017,91 Geographe Street DOCKLANDS VIC 3008,678346,4,TP-2014-1115,144.945159,-37.81982955
Post May 16,X000925,COMPLETED,2017,1-13 Balston Street SOUTHBANK VIC 3006,608820,47,TPM-2007-21/B,144.9616413,-37.82517164
Post May 16,X000264,COMPLETED,2017,75-89 A'Beckett Street MELBOURNE VIC 3000,103304,55,TPM-2013-16,144.9613345,-37.80933725
Post May 16,X000419,COMPLETED,2017,28-44 Bouverie Street CARLTON VIC 3053,661088,20,TPM-2013-20,144.9619847,-37.80566315
Post May 16,X001524,COMPLETED,2017,51-55 Galada Avenue PARKVILLE VIC 3052,684098,13,TPM-2015-9,144.9395934,-37.78035557
Post May 16,X000033,COMPLETED,2016,10-20 Oliver Lane MELBOURNE VIC 3000,107003,3,TP-2014-202,144.9702935,-37.81614879
Post May 16,X001556,COMPLETED,2017,RMIT 17-25 Lygon Street CARLTON VIC 3053,106080,2,TP-2016-592,144.9656692,-37.80637338
Post May 16,X000687,COMPLETED,2018,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,2,TP-2014-491,144.9841024,-37.812282
Post May 16,X000509,COMPLETED,2018,529-533 Elizabeth Street MELBOURNE VIC 3000,103236,10,TP-2014-274,144.9586111,-37.80566944
Post May 16,X001174,COMPLETED,2018,241-247 Dryburgh Street NORTH MELBOURNE VIC 3051,102826,5,TP-2014-1054,144.943494,-37.80068572
Post May 16,X001578,COMPLETED,2018,43 Village Street DOCKLANDS VIC 3008,646789,1,TP-2012-787/C,144.9499937,-37.82027313
Post May 16,X000567,COMPLETED,2018,109-129 Ireland Street WEST MELBOURNE VIC 3003,105083,10,TP-2014-843/A,144.9423605,-37.80667984
Post May 16,X001233,COMPLETED,2018,229-241 Franklin Street MELBOURNE VIC 3000,104088,24,TP-2015-580,144.9571019,-37.80970685
Post May 16,X001181,COMPLETED,2018,157-159 Domain Road SOUTH YARRA VIC 3141,102502,4,TP-2014-1084,144.9814521,-37.83428465
Post May 16,X001243,COMPLETED,2018,359-373 Collins Street MELBOURNE VIC 3000,102092,1,TP-2015-800,144.9624424,-37.81728405
Post May 16,X000582,COMPLETED,2018,621-643 King Street WEST MELBOURNE VIC 3003,109722,6,TP-2014-200,144.9481264,-37.80554699
Post May 16,X0001806,COMPLETED,2018,110-114 Cade Way PARKVILLE VIC 3052,653560,13,TPM-2011-27,144.9390243,-37.77894217
Post May 16,X0001600,COMPLETED,2018,71-113 Hobsons Road KENSINGTON VIC 3031,104830,7,TP-2013-87/B,144.9164558,-37.79617684
Post May 16,X001275,COMPLETED,2018,80 Chapman Street NORTH MELBOURNE VIC 3051,101847,3,TP-2015-524,144.9477744,-37.79521765
Post May 16,X000274,COMPLETED,2018,9-23 MacKenzie Street MELBOURNE VIC 3000,106367,37,TPM-2014-11,144.9673949,-37.80768169
Post May 16,X000543,COMPLETED,2018,46 Villiers Street NORTH MELBOURNE VIC 3051,109862,8,TP-2010-331,144.9534594,-37.79954565
Post May 16,X001339,COMPLETED,2018,120 Pearl River Road DOCKLANDS VIC 3008,620301,3,TP-2015-1090,144.9365878,-37.81185827
Post May 16,X001552,COMPLETED,2019,1-3 Flemington Road NORTH MELBOURNE VIC 3051,103809,22,TP-2016-425,144.9563476,-37.80135185
Post May 16,X001112,COMPLETED,2019,387-395 Docklands Drive DOCKLANDS VIC 3008,601814,18,TPD-2012-41/A,144.9408371,-37.81401982
Post May 16,X0004403,COMPLETED,2019,206-218 Bourke Street MELBOURNE VIC 3000,101202,0,TP-2018-473,144.9668682,-37.81267467
Post May 16,X0001653,COMPLETED,2019,1-23 Millswyn Street SOUTH YARRA VIC 3141,106621,0,TP-2012-893/B,144.9797998,-37.83724239
Post May 16,X001242,COMPLETED,2019,535-541 Royal Parade PARKVILLE VIC 3052,108522,3,TP-2015-577,144.9591657,-37.77940246
Post May 16,X000456,COMPLETED,2019,101-133 Canning Street NORTH MELBOURNE VIC 3051,106292,16,TPM-2011-18/B,144.9406804,-37.79624077
Post May 16,X001514,COMPLETED,2019,101-133 Canning Street NORTH MELBOURNE VIC 3051,106292,10,TPM-2011-18/B,144.9406804,-37.79624077
Post May 16,X000693,COMPLETED,2019,262-304 Albert Street EAST MELBOURNE VIC 3002,109653,17,TPM-2013-17,144.9817267,-37.80962534
Post May 16,X001550,COMPLETED,2019,33-43 Sturt Street SOUTHBANK VIC 3006,620273,10,TP-2016-665,144.9674047,-37.8245458
Post May 16,X0002213,COMPLETED,2019,Ridley College 168-180 The Avenue PARKVILLE VIC 3052,100617,3,TP-2017-520,144.9577256,-37.78363441
Post May 16,X001533,COMPLETED,2019,35-41 City Road SOUTHBANK VIC 3006,110351,24,TP-2016-557,144.9666706,-37.82185275
Post May 16,X001561,COMPLETED,2019,"65-71 Manningham Street, Parkville, 3052",106393,4,TP-2016-377/A,144.941643,-37.78644011
Post May 16,X0004800,COMPLETED,2019,"271 Royal Parade, Parkville, 3052",108497,6,TP-2017-222,144.9582816,-37.78723883
Post May 16,X000619,COMPLETED,2019,83-113 Batman Street WEST MELBOURNE VIC 3003,100852,21,TPM-2012-4/A,144.9499131,-37.81159519
Post May 16,X0002604,COMPLETED,2019,252 Collins Street MELBOURNE VIC 3000,102145,7,TP-2017-662,144.9654066,-37.81548303
Post May 16,X001383,COMPLETED,2019,47-55 Little Bourke Street MELBOURNE VIC 3000,105831,0,TP-2016-191,144.971109,-37.81102419
Post May 16,X0001624,COMPLETED,2019,54-60 Smith Street KENSINGTON VIC 3031,615421,3,TP-2016-1084,144.9341949,-37.7918744
Post May 16,X000192,COMPLETED,2020,386-392 Lonsdale Street MELBOURNE VIC 3000,105739,19,TP-2014-370/A,144.9607943,-37.81236935
Post May 16,X001254,COMPLETED,2020,65-67 Park Street SOUTH YARRA VIC 3141,107374,0,TP-2015-566,144.9817051,-37.83595338
Post May 16,X001052,COMPLETED,2020,697 Collins Street DOCKLANDS VIC 3008,692621,26,TPM-2014-9/A,144.9517627,-37.82077675
Post May 16,X000752,COMPLETED,2020,52-66 Dorcas Street SOUTHBANK VIC 3006,664090,23,TPM-2014-5,144.9680095,-37.83047511
Post May 16,X000753,COMPLETED,2020,52-66 Dorcas Street SOUTHBANK VIC 3006,664090,23,TPM-2014-5,144.9680095,-37.83047511
Post May 16,X0001660,COMPLETED,2020,433-455 Collins Street MELBOURNE VIC 3000,102100,41,ID-2015-6,144.9598761,-37.81797807
Post May 16,X000931,COMPLETED,2020,68-82 Southbank Boulevard SOUTHBANK VIC 3006,110766,99,TPM-2013-4,144.9639239,-37.8232151
Post May 16,X0002603,COMPLETED,2020,89-97 Haines Street NORTH MELBOURNE VIC 3051,104584,2,TP-2017-743,144.9449144,-37.79867725
Post May 16,X000093,COMPLETED,2021,134-160 Spencer Street MELBOURNE VIC 3000,108965,78,TPM-2014-32,144.953752,-37.81738965
Post May 16,X001567,COMPLETED,2021,33-35 King Street MELBOURNE VIC 3000,105295,31,TP-2013-666/C,144.9568891,-37.81962535
Post May 16,X000175,COMPLETED,2021,244-276 Spencer Street MELBOURNE VIC 3000,108962,80,TPM-2012-1/A,144.9526397,-37.81446556
Post May 16,X001528,COMPLETED,2021,374-380 Lonsdale Street MELBOURNE VIC 3000,105741,68,TPM-2011-48/A,144.9611142,-37.81202605
Post May 16,X0002614,COMPLETED,2021,114-152 Grattan Street CARLTON VIC 3053,104469,13,ID-2017-2,144.9648073,-37.79996957
Post May 16,X0002200,COMPLETED,2021,141 Arden Street NORTH MELBOURNE VIC 3051,105789,4,TP-2016-247/A,144.9450897,-37.80071341
Post May 16,X0008409,COMPLETED,2021,177-231 Rosslyn Street WEST MELBOURNE VIC 3003,102956,16,TPM-2014-22/B,144.9486,-37.8102
Post May 16,X0008411,COMPLETED,2021,177-231 Rosslyn Street WEST MELBOURNE VIC 3003,102956,8,TPM-2014-22/B,144.9486,-37.8102
Post May 16,X0003603,COMPLETED,2021,24 Cook Street PORT MELBOURNE VIC 3207,640580,4,TP-2018-141,144.9147291,-37.83167383
Post May 16,X0003602,COMPLETED,2021,26 Cook Street PORT MELBOURNE VIC 3207,640579,4,TP-2018-131,144.9149138,-37.83155206
Post May 16,X0002207,COMPLETED,2021,182-190 The Avenue PARKVILLE VIC 3052,100616,3,TP-2017-636,144.9577784,-37.7832279
Post May 16,X0006200,COMPLETED,2021,"State Netball Hockey Centre, 10 Brens Drive, Parkville, 3052",107427,3,ID-2019-1,144.9476927,-37.78535022
Post May 16,X0007800,COMPLETED,2021,3-43 Waterfront Way DOCKLANDS VIC 3008,620318,20,TPM-2017-11/A,144.9391,-37.8137
Post May 16,X001302,COMPLETED,2021,172-192 Lorimer Street DOCKLANDS VIC 3008,681466,43,TPM-2015-33,144.9334673,-37.8216735
Post May 16,X0005612,COMPLETED,2021,480-488 Elizabeth Street MELBOURNE VIC 3000,103296,52,TPMR-2015-14/B,144.9604777,-37.80751631
Post May 16,X0007610,COMPLETED,2022,"476 Docklands Drive, Docklands, 3008",580075,3,TP-2019-936,144.9357779,-37.81432653
Post May 16,X0001603,COMPLETED,2022,557-591 Swanston Street CARLTON VIC 3053,101269,30,TPM-2016-27,144.9628177,-37.80518048
Post May 16,X0004202,COMPLETED,2022,256-258 City Road SOUTHBANK VIC 3006,110389,59,TPMR-2012-22/A,144.9594925,-37.82591571
Post May 16,X0001609,COMPLETED,2022,375-381 Docklands Drive DOCKLANDS VIC 3008,560005,20,TP-2016-976,144.9416251,-37.81377348
Post May 16,X0005214,COMPLETED,2022,"24-32 Heffernan Lane, Melbourne, 3000",104783,1,TP-2018-929,144.96679,-37.81143916
Post May 16,X0009605,COMPLETED,2022,"23-25 Coromandel Place, Melbourne, 3000",102196,3,TP-2020-634,144.9689912,-37.81306463
Post May 16,X0010203,COMPLETED,2022,"512-544 Spencer Street, West Melbourne, 3003",108936,8,TPM-2017-5/A,144.9488,-37.8079
Post May 16,X0003200,COMPLETED,2022,"407-415 King Street, West Melbourne, 3003",105327,19,TP-2017-931/A,144.9527255,-37.81068398
Post May 16,X0009213,COMPLETED,2022,"633-669 Flinders Street, Docklands, 3008",103977,14,TP-2020-500,144.9535414,-37.82256813
Post May 16,X0005209,COMPLETED,2023,310-326 Exhibition Street MELBOURNE VIC 3000,692091,58,TPMR-2016-21/B,144.9695659,-37.80827441
Pre May 16,X000568,COMPLETED,2012,1-13 Abbotsford Street WEST MELBOURNE VIC 3003,100001,3,0,144.9432805,-37.80791988
Pre May 16,X000557,COMPLETED,2002,7-21 Anderson Street WEST MELBOURNE VIC 3003,100435,5,0,144.9415469,-37.80477682
Pre May 16,X000448,COMPLETED,2015,302-308 Arden Street NORTH MELBOURNE VIC 3051,100509,1,0,144.9377236,-37.79925034
Pre May 16,X000458,COMPLETED,2004,162-168 Arden Street NORTH MELBOURNE VIC 3051,100519,2,0,144.9462277,-37.80032041
Pre May 16,X000996,COMPLETED,2013,201 Arden Street NORTH MELBOURNE VIC 3051,100552,1,0,144.9410467,-37.80029861
Pre May 16,X000955,COMPLETED,2002,192-198 The Avenue PARKVILLE VIC 3052,100615,4,0,144.9578135,-37.78295736
Pre May 16,X000404,COMPLETED,2013,97-115 Berkeley Street MELBOURNE VIC 3000,101043,12,0,144.9587954,-37.80310281
Pre May 16,X000532,COMPLETED,2003,4-12 Blackwood Street NORTH MELBOURNE VIC 3051,101096,4,0,144.9547459,-37.80191511
Pre May 16,X000122,COMPLETED,2010,65-71 Bourke Street MELBOURNE VIC 3000,101114,2,0,144.9714501,-37.81227537
Pre May 16,X000124,COMPLETED,2006,636-638 Bourke Street MELBOURNE VIC 3000,101169,5,0,144.9547125,-37.81628199
Pre May 16,X000129,COMPLETED,2015,562-574 Bourke Street MELBOURNE VIC 3000,101173,13,0,144.9567556,-37.8155088
Pre May 16,X000135,COMPLETED,2010,314-336 Bourke Street MELBOURNE VIC 3000,101194,9,0,144.9638271,-37.81344774
Pre May 16,X000142,COMPLETED,2009,140 East 134-144 Bourke Street MELBOURNE VIC 3000,101213,13,0,144.9688374,-37.81202281
Pre May 16,X000411,COMPLETED,2008,The Bellagio Carlton 63-69 Bouverie Street CARLTON VIC 3053,101242,8,0,144.9613774,-37.80495785
Pre May 16,X000412,COMPLETED,2012,71-79 Bouverie Street CARLTON VIC 3053,101243,8,0,144.961409,-37.80478096
Pre May 16,X000390,COMPLETED,2003,117-121 Bouverie Street CARLTON VIC 3053,101245,4,0,144.9615731,-37.80376613
Pre May 16,X000367,COMPLETED,2009,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,101255,5,0,144.9616182,-37.80103675
Pre May 16,X000369,COMPLETED,2002,203-225 Cardigan Street CARLTON VIC 3053,101608,4,0,144.9649452,-37.80170813
Pre May 16,X000329,COMPLETED,2011,437-439 Cardigan Street CARLTON VIC 3053,101629,2,0,144.9659805,-37.7958311
Pre May 16,X000688,COMPLETED,2009,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,5,0,144.9841024,-37.812282
Pre May 16,X000507,COMPLETED,2012,2-14 Cobden Street NORTH MELBOURNE VIC 3051,102045,4,0,144.9574951,-37.80552735
Pre May 16,X000437,COMPLETED,2007,St Hilda's College 19-27 College Crescent PARKVILLE VIC 3052,102051,5,0,144.9625605,-37.79262915
Pre May 16,X000438,COMPLETED,2014,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,3,0,144.9605351,-37.7930669
Pre May 16,X000439,COMPLETED,2006,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,3,0,144.9605351,-37.7930669
Pre May 16,X000057,COMPLETED,2009,241-245 Collins Street MELBOURNE VIC 3000,102081,5,0,144.9658297,-37.81606227
Pre May 16,X000059,COMPLETED,2012,287-301 Collins Street MELBOURNE VIC 3000,102087,9,0,144.9644915,-37.81642214
Pre May 16,X000068,COMPLETED,2015,568-580 Collins Street MELBOURNE VIC 3000,102112,67,0,144.9554242,-37.81836589
Pre May 16,X000076,COMPLETED,2008,454-456 Collins Street MELBOURNE VIC 3000,102122,11,0,144.9592317,-37.81734734
Pre May 16,X000074,COMPLETED,2012,400-402 Collins Street MELBOURNE VIC 3000,102130,7,0,144.9609385,-37.8168249
Pre May 16,X000603,COMPLETED,2015,52-54 Dudley Street WEST MELBOURNE VIC 3003,102972,5,0,144.9534802,-37.80866622
Pre May 16,X000999,COMPLETED,2012,142-150 Dynon Road WEST MELBOURNE VIC 3003,103005,2,0,144.930412,-37.80291641
Pre May 16,X000341,COMPLETED,2008,230-232 Elgin Street CARLTON VIC 3053,103127,3,0,144.9665749,-37.79681346
Pre May 16,X000351,COMPLETED,2010,138-144 Elgin Street CARLTON VIC 3053,103144,3,0,144.9698102,-37.7971508
Pre May 16,X000511,COMPLETED,2014,587-589 Elizabeth Street MELBOURNE VIC 3000,103244,10,0,144.9581241,-37.80460726
Pre May 16,X000512,COMPLETED,2007,591-593 Elizabeth Street MELBOURNE VIC 3000,103245,7,0,144.9580838,-37.80452349
Pre May 16,X000364,COMPLETED,2013,786-798 Elizabeth Street MELBOURNE VIC 3000,103257,10,0,144.9582638,-37.80007242
Pre May 16,X000525,COMPLETED,2013,130-140 Errol Street NORTH MELBOURNE VIC 3051,103494,5,0,144.9501887,-37.80183594
Pre May 16,X000111,COMPLETED,2009,113-149 Exhibition Street MELBOURNE VIC 3000,103597,22,0,144.9701094,-37.81281423
Pre May 16,X000092,COMPLETED,2003,96-102 Exhibition Street MELBOURNE VIC 3000,103628,10,0,144.9714494,-37.81330117
Pre May 16,X000235,COMPLETED,2009,Fraser Place Melbourne 17-19 Exploration Lane MELBOURNE VIC 3000,103631,14,0,144.9680775,-37.80895367
Pre May 16,X000533,COMPLETED,2005,RMIT Village 5-17 Flemington Road NORTH MELBOURNE VIC 3051,103810,6,0,144.955841,-37.80142395
Pre May 16,X000550,COMPLETED,2012,Unilodge on Villiers Apartments 51-63 Villiers Street NORTH MELBOURNE VIC 3051,103818,10,0,144.9533473,-37.7989505
Pre May 16,X000013,COMPLETED,2009,YHA Melbourne Central 562-564 Flinders Street MELBOURNE VIC 3000,103985,5,0,144.9556322,-37.82059587
Pre May 16,X000032,COMPLETED,2009,The Duke 142-148 Flinders Street MELBOURNE VIC 3000,104021,9,0,144.9700863,-37.8164075
Pre May 16,X000289,COMPLETED,2015,151-165 Franklin Street MELBOURNE VIC 3000,104084,45,0,144.9595688,-37.8090435
Pre May 16,X000316,COMPLETED,2009,58-64 Franklin Street MELBOURNE VIC 3000,104101,11,0,144.9608156,-37.80741732
Pre May 16,X000280,COMPLETED,2009,Cityside 50-64 Jeffcott Street WEST MELBOURNE VIC 3003,105111,15,0,144.951613,-37.81157691
Pre May 16,X000944,COMPLETED,2011,Yarra Boathouses 1-7 Boathouse Drive MELBOURNE VIC 3004,105113,3,0,144.9705641,-37.81990552
Pre May 16,X000359,COMPLETED,2003,101-111 Neill Street CARLTON VIC 3053,105188,3,0,144.9716134,-37.79470004
Pre May 16,X000625,COMPLETED,2012,133-165 Kensington Road WEST MELBOURNE VIC 3003,105221,1,0,144.9191747,-37.79963865
Pre May 16,X000254,COMPLETED,2014,312-318 La Trobe Street MELBOURNE VIC 3000,105483,24,0,144.9600702,-37.81028876
Pre May 16,X000272,COMPLETED,2008,58-66 La Trobe Street MELBOURNE VIC 3000,105491,4,0,144.9669434,-37.80829651
Pre May 16,X000387,COMPLETED,2009,100-106 Leicester Street CARLTON VIC 3053,105524,10,0,144.9608578,-37.80370838
Pre May 16,X000388,COMPLETED,2011,100-106 Leicester Street CARLTON VIC 3053,105524,10,0,144.9608578,-37.80370838
Pre May 16,X000173,COMPLETED,2006,23-33 Lonsdale Street MELBOURNE VIC 3000,105669,29,0,144.9713817,-37.80989265
Pre May 16,X000171,COMPLETED,2004,139-143 Lonsdale Street MELBOURNE VIC 3000,105680,16,0,144.9682613,-37.81078621
Pre May 16,X000163,COMPLETED,2014,269-321 Lonsdale Street MELBOURNE VIC 3000,105698,5,0,144.9639296,-37.81247167
Pre May 16,X000154,COMPLETED,2013,617-639 Lonsdale Street MELBOURNE VIC 3000,105718,47,0,144.9536247,-37.81542152
Pre May 16,X000193,COMPLETED,2002,University City Apartments 402-408 Lonsdale Street MELBOURNE VIC 3000,105737,13,0,144.9603272,-37.81245056
Pre May 16,X000226,COMPLETED,2005,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,105746,6,0,144.9627706,-37.81050923
Pre May 16,X000195,COMPLETED,2003,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,31,0,144.965725,-37.81067869
Pre May 16,X000196,COMPLETED,2004,QV Village 278-300 Swanston Street MELBOURNE VIC 3000,105749,5,0,144.965725,-37.81067869
Pre May 16,X000130,COMPLETED,2004,451-457 Little Bourke Street MELBOURNE VIC 3000,105854,5,0,144.959416,-37.81446338
Pre May 16,X000164,COMPLETED,2002,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,105875,13,0,144.9631275,-37.81292592
Pre May 16,X000090,COMPLETED,2014,25-35 Little Collins Street MELBOURNE VIC 3000,105910,32,0,144.9727056,-37.81289879
Pre May 16,X000186,COMPLETED,2014,Metro Park West Apartments 557-561 Little Lonsdale Street MELBOURNE VIC 3000,106024,25,0,144.9553662,-37.81335272
Pre May 16,X000236,COMPLETED,2010,EastEnd Apartments 2-14 Exploration Lane MELBOURNE VIC 3000,106056,30,0,144.9684463,-37.8091399
Pre May 16,X000371,COMPLETED,2008,204-218 Lygon Street CARLTON VIC 3053,106237,7,0,144.9671431,-37.80218764
Pre May 16,X000376,COMPLETED,2003,98-126 Lygon Street CARLTON VIC 3053,106250,5,0,144.9667019,-37.80443771
Pre May 16,X000457,COMPLETED,2009,135-173 Macaulay Road NORTH MELBOURNE VIC 3051,106293,1,0,144.9405564,-37.79747129
Pre May 16,X000446,COMPLETED,2011,287-313 MacAulay Road NORTH MELBOURNE VIC 3051,106303,2,0,144.9371088,-37.79545188
Pre May 16,X000099,COMPLETED,2004,18-22 McKillop Street MELBOURNE VIC 3000,106374,7,0,144.9618186,-37.8151458
Pre May 16,X000961,COMPLETED,2014,Evo Apartments 107-115 Manningham Street PARKVILLE VIC 3052,106408,6,0,144.9406843,-37.78442153
Pre May 16,X000963,COMPLETED,2014,125-133 Manningham Street PARKVILLE VIC 3052,106414,2,0,144.9403735,-37.78384346
Pre May 16,X000431,COMPLETED,2003,9-13 Earl Street CARLTON VIC 3053,107085,8,0,144.9654309,-37.80616681
Pre May 16,X000503,COMPLETED,2005,140-164 Peel Street NORTH MELBOURNE VIC 3051,107528,4,0,144.9566607,-37.80444383
Pre May 16,X000381,COMPLETED,2014,95-125 Pelham Street CARLTON VIC 3053,107541,15,0,144.964422,-37.80282176
Pre May 16,X000987,COMPLETED,2011,CSL Limited 39-79 Poplar Road PARKVILLE VIC 3052,107618,1,0,144.9447501,-37.78034463
Pre May 16,X000415,COMPLETED,2010,205-209 Queensberry Street CARLTON VIC 3053,107869,4,0,144.9619971,-37.80465676
Pre May 16,X000904,COMPLETED,2015,31-49 Queens Bridge Street SOUTHBANK VIC 3006,108045,67,0,144.9613935,-37.82293404
Pre May 16,X000133,COMPLETED,2003,184-192 Queen Street MELBOURNE VIC 3000,108104,18,0,144.9606798,-37.81402804
Pre May 16,X000375,COMPLETED,2011,83-95 Rathdowne Street CARLTON VIC 3053,108155,5,0,144.9687987,-37.80485099
Pre May 16,X000352,COMPLETED,2004,349-355 Rathdowne Street CARLTON VIC 3053,108193,6,0,144.969914,-37.79819052
Pre May 16,X000353,COMPLETED,2004,357-363 Rathdowne Street CARLTON VIC 3053,108194,4,0,144.9699425,-37.79802699
Pre May 16,X000595,COMPLETED,2011,42-50 Rosslyn Street WEST MELBOURNE VIC 3003,108443,5,0,144.9525577,-37.80740897
Pre May 16,X000304,COMPLETED,2010,380-388 Russell Street MELBOURNE VIC 3000,108561,4,0,144.9661017,-37.8074831
Pre May 16,X000113,COMPLETED,2002,Hero Apartments 114-120 Russell Street MELBOURNE VIC 3000,108591,15,0,144.9690282,-37.81349357
Pre May 16,X000715,COMPLETED,2006,519-539 St Kilda Road MELBOURNE VIC 3004,108646,9,0,144.9798741,-37.84556679
Pre May 16,X000592,COMPLETED,2008,478-486 Spencer Street WEST MELBOURNE VIC 3003,108942,3,0,144.9498257,-37.80874254
Pre May 16,X000593,COMPLETED,2003,61-63 Stanley Street WEST MELBOURNE VIC 3003,109003,2,0,144.9495462,-37.80835759
Pre May 16,X000590,COMPLETED,2007,115-121 Stanley Street WEST MELBOURNE VIC 3003,109013,3,0,144.9479487,-37.80928863
Pre May 16,X000588,COMPLETED,2014,162-170 Stanley Street WEST MELBOURNE VIC 3003,109042,4,0,144.9471711,-37.80904391
Pre May 16,X000707,COMPLETED,2012,Olympic Park 2-100 Olympic Boulevard MELBOURNE VIC 3004,109256,4,0,144.9824354,-37.82485516
Pre May 16,X000331,COMPLETED,2007,864-866 Swanston Street CARLTON VIC 3053,109349,2,0,144.9651384,-37.79606949
Pre May 16,X000626,COMPLETED,2013,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000627,COMPLETED,2009,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000630,COMPLETED,2004,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000631,COMPLETED,2006,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000633,COMPLETED,2011,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000635,COMPLETED,2011,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000636,COMPLETED,2011,50-60 Lloyd Street KENSINGTON VIC 3031,109449,2,0,144.9299594,-37.79958628
Pre May 16,X000534,COMPLETED,2005,12-24 Tyrone Street NORTH MELBOURNE VIC 3051,109554,4,0,144.9543622,-37.80091468
Pre May 16,X000354,COMPLETED,2014,14-28 University Street CARLTON VIC 3053,109572,0,0,144.9693014,-37.79941827
Pre May 16,X000560,COMPLETED,2007,Silk Apartments 493-499 Victoria Street WEST MELBOURNE VIC 3003,109756,4,0,144.9434493,-37.80481305
Pre May 16,X000492,COMPLETED,2012,448 Victoria Street NORTH MELBOURNE VIC 3051,109803,2,0,144.9513519,-37.80505506
Pre May 16,X000548,COMPLETED,2003,1-9 Villiers Street NORTH MELBOURNE VIC 3051,109857,4,0,144.9520654,-37.79989626
Pre May 16,X000207,COMPLETED,2004,277-287 William Street MELBOURNE VIC 3000,110108,13,0,144.9563615,-37.8125206
Pre May 16,X000535,COMPLETED,2010,16-28 Wreckyn Street NORTH MELBOURNE VIC 3051,110261,4,0,144.9542365,-37.80069722
Pre May 16,X000932,COMPLETED,2008,18 Kavanagh Street SOUTHBANK VIC 3006,110416,5,0,144.9660269,-37.82271891
Pre May 16,X000756,COMPLETED,2010,Elm Apartments 18-24 Dorcas Street SOUTHBANK VIC 3006,110435,17,0,144.9695712,-37.83002099
Pre May 16,X000726,COMPLETED,2010,109-117 Clarendon Street SOUTHBANK VIC 3006,110482,33,0,144.9584752,-37.82773625
Pre May 16,X000911,COMPLETED,2009,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,3,0,144.9523045,-37.82538979
Pre May 16,X000912,COMPLETED,2009,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,2,0,144.9523045,-37.82538979
Pre May 16,X000840,COMPLETED,2012,674-702 Lorimer Street PORT MELBOURNE VIC 3207,110515,1,0,144.9233618,-37.82230248
Pre May 16,X000841,COMPLETED,2010,704-744 Lorimer Street PORT MELBOURNE VIC 3207,110516,1,0,144.9254499,-37.82167499
Pre May 16,X000767,COMPLETED,2007,Hallmarc Business Park 69-79 Lorimer Street DOCKLANDS VIC 3008,110528,2,0,144.9427044,-37.82495447
Pre May 16,X000768,COMPLETED,2011,81-83 Lorimer Street DOCKLANDS VIC 3008,110529,5,0,144.9421449,-37.82460896
Pre May 16,X000835,COMPLETED,2010,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,2,0,144.9253878,-37.82302894
Pre May 16,X000848,COMPLETED,2002,157-171 Salmon Street PORT MELBOURNE VIC 3207,110588,4,0,144.9212377,-37.82732829
Pre May 16,X000746,COMPLETED,2006,175-187 Sturt Street SOUTHBANK VIC 3006,110617,2,0,144.9662634,-37.82867473
